4.99083,7.05444	4.99083,7.05444

4.99083,7.05444	5.0131,7.0688
1	[t*h]	18964
1	[z*p]	17975
1	[f*à]	16482
1	[u*ị̀]	15495
1	[u*ị̄]	15491
1	[u*à]	15458
1	[u*.]	15363
1	[kp*k]	14867
1	[kp*kw]	14865
1	[-kp]	14848
1	[r*ē]	13951
1	[r*è]	13916
1	[r*y]	13830
1	[r*n]	13828
1	[l*è]	13404
1	[l*y]	13318
1	[m*h]	12820
1	[w*hw]	12403
1	[-w]	12288
1	[ọ*ọ̀]	10846
1	[-ọ]	10752
1	[k*l]	9754
1	[d*a]	9221
1	[kw*k]	8723
1	[-kw]	8704
1	[ny*e]	8201
1	[o*k]	7699
1	[ụ*ī]	7305
1	[ụ*ụ̀]	7268
1	[ụ*ā]	7245
1	[-ụ]	7168
1	[b*s]	6698
1	[b*r]	6683
1	[b*e]	6665
1	[g*nw]	6180
1	[g*m]	6169
1	[g*b]	6157
1	[i*ǹ]	5731
1	[i*u]	5662
1	[i*b]	5645
1	[i*j]	5642
1	[i*e]	5641
1	[-i]	5632
1	[j*s]	5162
1	[j*h]	5140
1	[j*y]	5126
1	[j*n]	5124
1	[e*ọ̄]	4738
1	[e*m̀]	4721
1	[e*o]	4623
1	[e*b]	4621
1	[a*ọ̄]	2690
1	[a*m]	2585
1	[a*ụ]	2574
1	[n*ì]	2145
1	[n*l]	2074
1	[+e]	9

5.72517,7.13325	5.3999,7.0167
3	[à*ā]	50253
3	[-à]	50176
2	[à*ọ]	50197
2	[ụ*ī]	7305
2	[i*ē]	5759
2	[-i]	5632
2	[e*ǹ]	4707
2	[+m]	25
1	[ǝ*ị̀]	95367
1	[ị̀*ē]	69247
1	[ū*à]	67682
1	[ǹ*ō]	50817
1	[ì*ụ̀]	49764
1	[ọ̀*ụ̀]	48228
1	[-è]	47104
1	[ā*ụ̀]	39524
1	[ā*à]	39522
1	[gw*m]	22553
1	[s*e]	21513
1	[-ị]	20992
1	[gh*w]	20504
1	[t*h]	18964
1	[z*p]	17975
1	[gb*k]	15891
1	[u*ə]	15504
1	[u*ị̀]	15495
1	[u*ị̄]	15491
1	[kp*nw]	14884
1	[kp*k]	14867
1	[-kp]	14848
1	[r*è]	13916
1	[r*y]	13830
1	[l*b]	13325
1	[l*y]	13318
1	[-w]	12288
1	[ch*m]	11801
1	[-ọ]	10752
1	[k*l]	9754
1	[k*kw]	9745
1	[d*a]	9221
1	[kw*k]	8723
1	[-kw]	8704
1	[-o]	7680
1	[ụ*ụ̀]	7268
1	[-ụ]	7168
1	[b*z]	6691
1	[b*ny]	6672
1	[b*j]	6666
1	[g*nw]	6180
1	[g*sh]	6172
1	[g*m]	6169
1	[i*u]	5662
1	[i*ch]	5655
1	[i*e]	5641
1	[j*s]	5162
1	[j*h]	5140
1	[j*y]	5126
1	[j*n]	5124
1	[e*ū]	4740
1	[-e]	4608
1	[y*sh]	3100
1	[a*ị̄]	2691
1	[a*ọ̄]	2690
1	[a*ọ]	2581
1	[n*l]	2074
1	[-n]	2048
1	[+ụ̄]	118
1	[+ụ̀]	100
1	[+à]	98
1	[+ụ]	14

5.72517,7.13325	5.4244,7.1967
6	[-e]	4608
5	[-à]	50176
3	[à*ọ]	50197
2	[ụ̀*i]	51211
2	[à*ụ]	50190
2	[ā*í]	39575
2	[-r]	13824
2	[w*z]	12323
2	[-i]	5632
2	[a*í]	2711
2	[-a]	2560
2	[-n]	2048
2	[+m]	25
1	[ǝ*ị̀]	95367
1	[ẹ*ó]	89696
1	[ị̀*M]	69166
1	[ị̀*ọ]	69141
1	[r̃*s]	68650
1	[ù*a]	68101
1	[ū*á]	67689
1	[ū*?]	67591
1	[ị̄*ì]	67169
1	[ị̄*u]	67102
1	[-ị̄]	67072
1	[ọ̄*í]	66711
1	[ọ̄*ụ]	66574
1	[ō*á]	66153
1	[ē*á]	65129
1	[ē*ì]	65121
1	[ē*é]	65115
1	[ụ̄*ụ̀]	60516
1	[ụ̄*o]	60431
1	[ụ̄*a]	60421
1	[ǹ*!]	50689
1	[à*ị́]	50336
1	[à*a]	50181
1	[ì*ụ̀]	49764
1	[ì*ị]	49705
1	[ì*i]	49675
1	[ọ̀*ù]	48261
1	[ọ̀*u]	48158
1	[ọ̀*j]	48138
1	[è*m]	47129
1	[è*ọ]	47125
1	[è*e]	47113
1	[-è]	47104
1	[kh*n]	24068
1	[gw*f]	22560
1	[gw*ch]	22551
1	[gw*b]	22541
1	[s*nw]	21540
1	[s*j]	21514
1	[-ị]	20992
1	[gh*p]	20535
1	[gh*t]	20517
1	[gh*r]	20507
1	[gh*ny]	20496
1	[t*gw]	18988
1	[t*z]	18979
1	[t*kp]	18973
1	[t*h]	18964
1	[t*d]	18962
1	[nw*g]	18444
1	[z*N]	17954
1	[z*g]	17932
1	[gb*gw]	15916
1	[gb*l]	15898
1	[gb*k]	15891
1	[-gb]	15872
1	[u*Ò]	15533
1	[u*m̀]	15473
1	[u*b]	15373
1	[u*a]	15365
1	[-u]	15360
1	[kp*gb]	14879
1	[kp*E]	14870
1	[-kp]	14848
1	[r*ny]	13840
1	[r*b]	13837
1	[l*O]	13360
1	[l*M]	13358
1	[l*m]	13337
1	[l*j]	13322
1	[m*nw]	12836
1	[m*ch]	12823
1	[m*j]	12810
1	[w*s]	12330
1	[w*f]	12320
1	[w*h]	12308
1	[w*n]	12292
1	[-w]	12288
1	[ch*kp]	11805
1	[ọ*ọ̀]	10846
1	[ọ*.]	10755
1	[h*gb]	10271
1	[k*gb]	9759
1	[k*r]	9755
1	[k*l]	9754
1	[k*h]	9748
1	[d*g]	9228
1	[kw*gb]	8735
1	[kw*h]	8724
1	[kw*n]	8708
1	[-kw]	8704
1	[o*i]	7691
1	[-o]	7680
1	[ụ*ē]	7295
1	[-ụ]	7168
1	[b*z]	6691
1	[b*kp]	6685
1	[b*ch]	6679
1	[b*j]	6666
1	[b*y]	6662
1	[b*.]	6659
1	[-b]	6656
1	[g*p]	6199
1	[g*nw]	6180
1	[g*sh]	6172
1	[i*à]	5730
1	[i*u]	5662
1	[j*h]	5140
1	[j*d]	5138
1	[j*ny]	5136
1	[j*b]	5133
1	[j*y]	5126
1	[j*n]	5124
1	[e*í]	4759
1	[e*ọ]	4629
1	[e*ụ]	4622
1	[y*sh]	3100
1	[y*r]	3099
1	[y*l]	3098
1	[y*ny]	3088
1	[a*u]	2590
1	[n*r]	2075
1	[n*l]	2074
1	[+z]	35
1	[+ch]	23
1	[+o]	15

5.72517,7.13325	5.4543,7.0247
4	[à*ọ]	50197
4	[-e]	4608
4	[+e]	9
3	[-a]	2560
2	[-à]	50176
2	[u*b]	15373
2	[-n]	2048
2	[+m]	25
1	[r̃*s]	68650
1	[ù*a]	68101
1	[ū*h]	67604
1	[ū*?]	67591
1	[ị̄*u]	67102
1	[ō*ọ]	66069
1	[ò*ị]	60969
1	[ụ̄*a]	60421
1	[hw*ụ]	58894
1	[ụ̀*ụ]	51214
1	[ụ̀*i]	51211
1	[ǹ*!]	50689
1	[à*h]	50196
1	[ọ̀*u]	48158
1	[è*u]	47134
1	[è*ọ]	47125
1	[-è]	47104
1	[ā*o]	39439
1	[ā*a]	39429
1	[kh*kp]	24093
1	[gw*f]	22560
1	[s*m]	21529
1	[s*j]	21514
1	[-ị]	20992
1	[gh*t]	20517
1	[t*z]	18979
1	[t*gb]	18975
1	[t*o]	18959
1	[nw*w]	18456
1	[z*g]	17932
1	[u*gw]	15404
1	[kp*E]	14870
1	[sh*r]	14363
1	[sh*n]	14340
1	[r*s]	13866
1	[r*ny]	13840
1	[r*b]	13837
1	[r*y]	13830
1	[-r]	13824
1	[l*O]	13360
1	[l*m]	13337
1	[l*d]	13330
1	[l*j]	13322
1	[m*kw]	12817
1	[w*)]	12376
1	[w*z]	12323
1	[ch*m]	11801
1	[-ọ]	10752
1	[h*t]	10277
1	[h*gb]	10271
1	[k*r]	9755
1	[k*kw]	9745
1	[d*a]	9221
1	[kw*k]	8723
1	[kw*n]	8708
1	[-kw]	8704
1	[-o]	7680
1	[-b]	6656
1	[g*h]	6164
1	[g*kw]	6161
1	[i*u]	5662
1	[i*o]	5647
1	[i*a]	5637
1	[j*h]	5140
1	[j*y]	5126
1	[e*m]	4633
1	[y*sh]	3100
1	[y*r]	3099
1	[n*Ọ]	2086
1	[n*r]	2075
1	[+nw]	36
1	[+l]	26
1	[+ọ]	21
1	[+o]	15
1	[+ụ]	14
1	[+i]	11
1	[+a]	5
1	[+.]	3

5.72517,7.13325	5.4829,7.0337
6	[+à]	98
5	[-e]	4608
4	[-à]	50176
3	[-ị]	20992
3	[ụ*ị̄]	7299
3	[-a]	2560
3	[-n]	2048
3	[+ā]	77
2	[-t]	18944
2	[ọ*ọ̀]	10846
2	[k*r]	9755
2	[-o]	7680
2	[ụ*à]	7266
2	[g*nw]	6180
2	[-i]	5632
2	[e*è]	4700
2	[e*o]	4623
2	[n*k]	2067
2	[+ụ]	14
1	[ǝ*ị̀]	95367
1	[ị̀*ụ]	69134
1	[ū*?]	67591
1	[ị̄*-]	67123
1	[-ị̄]	67072
1	[ō*è]	66140
1	[ē*ī]	65161
1	[ụ̄*a]	60421
1	[hw*ụ]	58894
1	[ụ̀*à]	51298
1	[ǹ*!]	50689
1	[-ǹ]	50688
1	[à*ị̄]	50307
1	[à*ị]	50217
1	[à*ụ]	50190
1	[ì*i]	49675
1	[ọ̀*ù]	48261
1	[ọ̀*j]	48138
1	[è*ị̀]	47239
1	[è*k]	47123
1	[ā*ụ̀]	39524
1	[ā*à]	39522
1	[p*r]	28187
1	[gw*m]	22553
1	[gw*b]	22541
1	[-s]	21504
1	[gh*ṅ]	20540
1	[gh*w]	20504
1	[t*s]	18986
1	[t*z]	18979
1	[t*j]	18954
1	[t*n]	18948
1	[nw*t]	18469
1	[nw*w]	18456
1	[z*zh]	17992
1	[z*kp]	17949
1	[z*j]	17930
1	[f*d]	16402
1	[f*n]	16388
1	[gb*gw]	15916
1	[gb*d]	15890
1	[u*ē]	15487
1	[u*è]	15452
1	[u*ā]	15437
1	[-u]	15360
1	[kp*b]	14861
1	[-kp]	14848
1	[r*nw]	13860
1	[r*b]	13837
1	[l*à]	13410
1	[l*m]	13337
1	[-l]	13312
1	[m*ā]	12877
1	[m*j]	12810
1	[-m]	12800
1	[w*s]	12330
1	[w*z]	12323
1	[w*f]	12320
1	[w*h]	12308
1	[w*ny]	12304
1	[w*n]	12292
1	[-w]	12288
1	[ch*kp]	11805
1	[ọ*m̄]	10888
1	[ọ*ọ̄]	10882
1	[ọ*ē]	10879
1	[ọ*ụ̄]	10870
1	[ọ*ụ̀]	10852
1	[ọ*ǹ]	10851
1	[ọ*à]	10850
1	[ọ*ị]	10793
1	[ọ*i]	10763
1	[k*ò]	9847
1	[k*h]	9748
1	[k*kw]	9745
1	[k*j]	9738
1	[kw*g]	8716
1	[ny*k]	8211
1	[o*ī]	7817
1	[o*ọ̄]	7810
1	[o*ō]	7809
1	[o*nw]	7716
1	[ụ*hw]	7283
1	[b*h]	6676
1	[g*d]	6162
1	[g*kw]	6161
1	[-g]	6144
1	[i*ū]	5764
1	[i*ụ̄]	5750
1	[i*à]	5730
1	[i*ọ̀]	5726
1	[i*è]	5724
1	[i*u]	5662
1	[j*zh]	5192
1	[j*s]	5162
1	[j*h]	5140
1	[j*y]	5126
1	[j*n]	5124
1	[e*ō]	4737
1	[e*nw]	4644
1	[e*m]	4633
1	[e*ọ]	4629
1	[y*sh]	3100
1	[y*r]	3099
1	[a*ī]	2697
1	[a*ị̀]	2695
1	[a*ụ̄]	2678
1	[a*ọ̀]	2654
1	[a*ā]	2637
1	[a*ọ]	2581
1	[n*sh]	2076
1	[n*l]	2074
1	[+ù]	133
1	[+ǹ]	99
1	[+ọ̀]	94
1	[+z]	35
1	[+ọ]	21
1	[+k]	19
1	[+d]	18
1	[+a]	5

5.72517,7.13325	5.522,6.923
6	[+à]	98
4	[+e]	9
3	[-e]	4608
3	[+t]	37
2	[p*r]	28187
2	[-ị]	20992
2	[u*ū]	15492
2	[kp*gh]	14888
2	[r*b]	13837
2	[l*s]	13354
2	[w*n]	12292
2	[k*kw]	9745
2	[ụ*à]	7266
2	[-ụ]	7168
2	[i*u]	5662
2	[-i]	5632
2	[-a]	2560
2	[n*l]	2074
2	[+ù]	133
2	[+k]	19
2	[+d]	18
1	[ǝ*ị̀]	95367
1	[ù*a]	68101
1	[ū*à]	67682
1	[ū*ị]	67625
1	[ị̄*ò]	67191
1	[ụ̄*a]	60421
1	[ǹ*ә]	50816
1	[à*ị̄]	50307
1	[à*ị]	50217
1	[à*ọ]	50197
1	[à*a]	50181
1	[-à]	50176
1	[ọ̀*ù]	48261
1	[è*o]	47119
1	[è*e]	47113
1	[ā*ọ̄]	39554
1	[ā*à]	39522
1	[ā*-]	39475
1	[gw*kh]	22575
1	[gw*b]	22541
1	[s*m]	21529
1	[ị*u]	21022
1	[gh*r]	20507
1	[gh*w]	20504
1	[gh*n]	20484
1	[t*s]	18986
1	[t*l]	18970
1	[t*h]	18964
1	[t*j]	18954
1	[t*n]	18948
1	[-t]	18944
1	[nw*w]	18456
1	[z*zh]	17992
1	[z*gh]	17960
1	[z*d]	17938
1	[z*g]	17932
1	[z*j]	17930
1	[f*p]	16439
1	[gb*kw]	15889
1	[u*ù]	15493
1	[kp*z]	14883
1	[-kp]	14848
1	[-sh]	14336
1	[r*nw]	13860
1	[r*k]	13843
1	[-r]	13824
1	[l*hw]	13427
1	[l*m]	13337
1	[l*kw]	13329
1	[l*n]	13316
1	[-l]	13312
1	[m*à]	12898
1	[m*Y]	12833
1	[w*kh]	12335
1	[w*h]	12308
1	[w*ny]	12304
1	[-w]	12288
1	[ch*a]	11781
1	[ọ*m̄]	10888
1	[ọ*ị̄]	10883
1	[ọ*ē]	10879
1	[ọ*ǹ]	10851
1	[ọ*ọ̀]	10846
1	[ọ*i]	10763
1	[h*kp]	10269
1	[k*ọ]	9749
1	[k*h]	9748
1	[-k]	9728
1	[d*gb]	9247
1	[ny*e]	8201
1	[o*d]	7698
1	[o*j]	7690
1	[-o]	7680
1	[ụ*ụ̀]	7268
1	[ụ*ì]	7265
1	[ụ*r]	7195
1	[b*j]	6666
1	[g*hw]	6259
1	[g*nw]	6180
1	[g*kp]	6173
1	[g*d]	6162
1	[g*y]	6150
1	[i*ū]	5764
1	[i*ǹ]	5731
1	[i*à]	5730
1	[j*gw]	5164
1	[j*gh]	5160
1	[j*g]	5132
1	[j*y]	5126
1	[e*ǹ]	4707
1	[e*è]	4700
1	[a*ị̀]	2695
1	[a*n̄]	2621
1	[a*ị]	2601
1	[a*w]	2584
1	[n*ị̄]	2179
1	[n*sh]	2076
1	[n*k]	2067
1	[n*d]	2066
1	[n*i]	2059
1	[+m̄]	136
1	[+ǹ]	99
1	[+ọ̀]	94
1	[+ā]	77
1	[+z]	35
1	[+f]	32
1	[+m]	25
1	[+ọ]	21
1	[+i]	11
1	[+a]	5

5.72517,7.13325	5.5832,7.05
7	[-a]	2560
6	[-e]	4608
4	[+à]	98
3	[-ị]	20992
2	[ụ̄*ụ̀]	60516
2	[-l]	13312
2	[-ụ]	7168
2	[g*hw]	6259
2	[g*nw]	6180
2	[i*ū]	5764
2	[-n]	2048
2	[+k]	19
1	[ǝ*ị̀]	95367
1	[ū*?]	67591
1	[ị̄*-]	67123
1	[ọ̄*-]	66611
1	[ō*']	66056
1	[ē*ì]	65121
1	[ụ̄*a]	60421
1	[-ǹ]	50688
1	[à*ị̄]	50307
1	[à*s]	50218
1	[à*ị]	50217
1	[à*a]	50181
1	[ì*ụ̀]	49764
1	[ọ̀*ụ]	48142
1	[è*k]	47123
1	[ā*-]	39475
1	[ṅ*g]	30732
1	[p*r]	28187
1	[A*g]	23052
1	[gw*kh]	22575
1	[gw*b]	22541
1	[s*è]	21596
1	[s*m]	21529
1	[ị*ụ̄]	21110
1	[gh*kp]	20509
1	[gh*r]	20507
1	[gh*w]	20504
1	[gh*k]	20499
1	[t*ụ̀]	19044
1	[t*s]	18986
1	[t*h]	18964
1	[t*j]	18954
1	[t*n]	18948
1	[nw*w]	18456
1	[nw*n]	18436
1	[z*zh]	17992
1	[z*d]	17938
1	[f*p]	16439
1	[f*n]	16388
1	[gb*t]	15909
1	[gb*ọ]	15893
1	[gb*d]	15890
1	[gb*ny]	15888
1	[u*ā]	15437
1	[-u]	15360
1	[kp*bhh]	14926
1	[kp*p]	14903
1	[kp*gb]	14879
1	[-kp]	14848
1	[r*nw]	13860
1	[r*gb]	13855
1	[r*y]	13830
1	[m*ọ̀]	12894
1	[m*nw]	12836
1	[w*kh]	12335
1	[w*t]	12325
1	[w*m]	12313
1	[w*h]	12308
1	[w*ny]	12304
1	[w*g]	12300
1	[-w]	12288
1	[ch*gw]	11820
1	[ch*kp]	11805
1	[ch*m]	11801
1	[ọ*m̄]	10888
1	[ọ*ị̄]	10883
1	[ọ*ē]	10879
1	[ọ*ụ̀]	10852
1	[ọ*i]	10763
1	[-ọ]	10752
1	[k*ò]	9847
1	[k*ì]	9825
1	[k*r]	9755
1	[k*d]	9746
1	[k*kw]	9745
1	[d*kp]	9245
1	[kw*bhh]	8782
1	[kw*z]	8739
1	[kw*m]	8729
1	[kw*k]	8723
1	[kw*n]	8708
1	[o*ū]	7812
1	[o*ì]	7777
1	[-o]	7680
1	[ụ*ọ]	7189
1	[b*p]	6711
1	[b*gw]	6700
1	[b*z]	6691
1	[b*sh]	6684
1	[g*k]	6163
1	[g*d]	6162
1	[g*y]	6150
1	[i*ù]	5765
1	[i*ò]	5751
1	[i*u]	5662
1	[i*e]	5641
1	[-i]	5632
1	[j*h]	5140
1	[j*y]	5126
1	[e*ị̀]	4743
1	[e*ō]	4737
1	[e*ǹ]	4707
1	[e*ì]	4705
1	[e*è]	4700
1	[e*m]	4633
1	[e*ọ]	4629
1	['*è]	4188
1	[y*ry]	3182
1	[y*sh]	3100
1	[a*ị̀]	2695
1	[n*ị̄]	2179
1	[n*ụ̀]	2148
1	[n*t]	2085
1	[n*gb]	2079
1	[n*sh]	2076
1	[n*l]	2074
1	[+ù]	133
1	[+ē]	127
1	[+ā]	77
1	[+u]	30
1	[+e]	9
1	[+y]	6

5.72517,7.13325	5.5834,7.05
7	[-a]	2560
5	[-e]	4608
4	[à*ọ]	50197
3	[-à]	50176
3	[-ị]	20992
3	[-w]	12288
3	[-ọ]	10752
3	[-ụ]	7168
3	[+l]	26
3	[+m]	25
3	[+i]	11
2	[ā*ụ]	39438
2	[gh*t]	20517
2	[t*h]	18964
2	[t*j]	18954
2	[-t]	18944
2	[-l]	13312
2	[ụ*a]	7173
2	[b*sh]	6684
2	[g*hw]	6259
2	[i*ò]	5751
2	[e*ō]	4737
2	[e*N]	4642
2	[+e]	9
1	[dw*z]	109603
1	[ǝ*ị̀]	95367
1	[ẹ*ò]	89719
1	[ù*Ị̀]	68264
1	[ū*?]	67591
1	[ị̄*-]	67123
1	[ị̄*u]	67102
1	[ọ̄*ụ]	66574
1	[ō*']	66056
1	[ē*ì]	65121
1	[ē*ọ]	65045
1	[-ē]	65024
1	[ò*E]	60950
1	[ụ̄*ụ]	60430
1	[ụ̄*a]	60421
1	[ǹ*1]	50812
1	[-ǹ]	50688
1	[à*ā]	50253
1	[à*I]	50230
1	[à*ị]	50217
1	[à*d]	50194
1	[-ì]	49664
1	[ọ̀*ā]	48205
1	[ọ̀*ụ]	48142
1	[è*m]	47129
1	[è*k]	47123
1	[è*e]	47113
1	[-(]	45568
1	[ā*-]	39475
1	[ā*ọ]	39445
1	[ā*o]	39439
1	[p*hw]	28275
1	[p*r]	28187
1	[gw*kh]	22575
1	[gw*A]	22573
1	[gw*j]	22538
1	[s*Ọ]	21542
1	[s*t]	21541
1	[s*m]	21529
1	[ị*u]	21022
1	[gh*kp]	20509
1	[gh*r]	20507
1	[gh*w]	20504
1	[t*gw]	18988
1	[t*s]	18986
1	[t*kp]	18973
1	[t*kw]	18961
1	[t*y]	18950
1	[nw*w]	18456
1	[nw*n]	18436
1	[z*zh]	17992
1	[z*h]	17940
1	[z*d]	17938
1	[z*g]	17932
1	[f*p]	16439
1	[f*nw]	16420
1	[gb*k]	15891
1	[gb*d]	15890
1	[gb*n]	15876
1	[u*ù]	15493
1	[u*n]	15364
1	[-u]	15360
1	[kp*gb]	14879
1	[kp*r]	14875
1	[-kp]	14848
1	[sh*ch]	14359
1	[r*nw]	13860
1	[r*z]	13859
1	[r*gb]	13855
1	[r*b]	13837
1	[r*y]	13830
1	[l*t]	13349
1	[l*E]	13334
1	[l*h]	13332
1	[l*ny]	13328
1	[l*j]	13322
1	[l*y]	13318
1	[m*ọ̀]	12894
1	[m*Nw]	12859
1	[m*z]	12835
1	[m*gb]	12831
1	[m*kp]	12829
1	[m*h]	12820
1	[m*j]	12810
1	[w*kh]	12335
1	[w*gw]	12332
1	[w*s]	12330
1	[w*z]	12323
1	[w*h]	12308
1	[w*ny]	12304
1	[ch*kp]	11805
1	[ch*m]	11801
1	[ọ*m̄]	10888
1	[ọ*ē]	10879
1	[ọ*ụ̀]	10852
1	[ọ*u]	10782
1	[ọ*a]	10757
1	[h*kw]	10257
1	[k*ò]	9847
1	[k*hw]	9843
1	[k*gh]	9768
1	[k*kp]	9757
1	[k*l]	9754
1	[k*d]	9746
1	[k*kw]	9745
1	[d*kp]	9245
1	[d*j]	9226
1	[d*n]	9220
1	[kw*t]	8741
1	[kw*gb]	8735
1	[kw*l]	8730
1	[kw*m]	8729
1	[kw*h]	8724
1	[kw*n]	8708
1	[o*t]	7717
1	[o*u]	7710
1	[o*e]	7689
1	[-o]	7680
1	[ụ*ọ]	7189
1	[b*ị̀]	6791
1	[b*p]	6711
1	[b*gw]	6700
1	[b*z]	6691
1	[b*r]	6683
1	[b*ch]	6679
1	[b*h]	6676
1	[b*j]	6666
1	[g*à]	6242
1	[g*nw]	6180
1	[g*d]	6162
1	[g*kw]	6161
1	[g*y]	6150
1	[i*ī]	5769
1	[i*ì]	5729
1	[i*e]	5641
1	[-i]	5632
1	[j*m]	5145
1	[j*b]	5133
1	[j*y]	5126
1	[e*ị̀]	4743
1	[e*ò]	4727
1	[e*ǹ]	4707
1	[e*E]	4630
1	[e*ọ]	4629
1	[e*i]	4619
1	[a*ọ]	2581
1	[n*ị̄]	2179
1	[n*ì]	2145
1	[n*ā]	2125
1	[n*t]	2085
1	[n*N]	2082
1	[n*gb]	2079
1	[n*sh]	2076
1	[n*l]	2074
1	[-n]	2048
1	[+ù]	133
1	[+nw]	36
1	[+z]	35
1	[+N]	34
1	[+gb]	31
1	[+k]	19
1	[+o]	15
1	[+ụ]	14
1	[+g]	12
1	[+n]	4

5.72517,7.13325	5.6027,7.322
5	[-e]	4608
4	[-a]	2560
3	[-ị]	20992
3	[-l]	13312
2	[-à]	50176
2	[-u]	15360
2	[ọ*ọ̀]	10846
2	[i*ò]	5751
2	[-i]	5632
2	[e*ō]	4737
2	[e*o]	4623
2	[+à]	98
2	[+m]	25
1	[dw*z]	109603
1	[ǝ*ị̀]	95367
1	[ū*?]	67591
1	[ị̄*-]	67123
1	[ị̄*u]	67102
1	[ō*ọ̄]	66178
1	[ē*ī]	65161
1	[ē*ì]	65121
1	[ụ̄*a]	60421
1	[ụ̀*ī]	51337
1	[-ǹ]	50688
1	[à*ụ̀]	50276
1	[à*ị]	50217
1	[ì*ụ̄]	49782
1	[è*k]	47123
1	[-è]	47104
1	[-(]	45568
1	[-ā]	39424
1	[p*hw]	28275
1	[p*r]	28187
1	[gw*ṅ]	22588
1	[gw*kh]	22575
1	[gw*f]	22560
1	[s*ọ̀]	21598
1	[s*nw]	21540
1	[s*m]	21529
1	[gh*t]	20517
1	[gh*z]	20515
1	[gh*kp]	20509
1	[gh*r]	20507
1	[gh*w]	20504
1	[gh*ny]	20496
1	[t*gw]	18988
1	[t*s]	18986
1	[t*gh]	18984
1	[t*kp]	18973
1	[t*h]	18964
1	[t*j]	18954
1	[-t]	18944
1	[z*zh]	17992
1	[z*h]	17940
1	[z*d]	17938
1	[z*g]	17932
1	[f*p]	16439
1	[gb*l]	15898
1	[gb*k]	15891
1	[u*m̀]	15473
1	[kp*gb]	14879
1	[-kp]	14848
1	[r*nw]	13860
1	[-r]	13824
1	[l*j]	13322
1	[m*kp]	12829
1	[m*ch]	12823
1	[m*y]	12806
1	[w*kh]	12335
1	[w*s]	12330
1	[w*z]	12323
1	[w*h]	12308
1	[w*kw]	12305
1	[w*ny]	12304
1	[-w]	12288
1	[ch*kp]	11805
1	[ch*m]	11801
1	[ch*w]	11800
1	[ọ*m̄]	10888
1	[ọ*ē]	10879
1	[-ọ]	10752
1	[h*ny]	10256
1	[k*ò]	9847
1	[k*r]	9755
1	[k*h]	9748
1	[k*d]	9746
1	[k*kw]	9745
1	[kw*gb]	8735
1	[kw*m]	8729
1	[kw*h]	8724
1	[-o]	7680
1	[ụ*ē]	7295
1	[-ụ]	7168
1	[b*ị̀]	6791
1	[b*gw]	6700
1	[b*f]	6688
1	[b*sh]	6684
1	[b*ch]	6679
1	[b*j]	6666
1	[b*y]	6662
1	[g*hw]	6259
1	[g*gh]	6184
1	[g*nw]	6180
1	[g*gb]	6175
1	[g*d]	6162
1	[i*ī]	5769
1	[i*ụ̄]	5750
1	[i*e]	5641
1	[j*h]	5140
1	[j*b]	5133
1	[j*y]	5126
1	[j*n]	5124
1	[e*ọ]	4629
1	[y*m]	3097
1	[n*sh]	2076
1	[+ù]	133
1	[+ā]	77
1	[+gb]	31

5.72517,7.13325	5.664,7.012
5	[-a]	2560
4	[+n]	4
3	[-à]	50176
3	[-ọ]	10752
3	[-e]	4608
3	[+m]	25
2	[u*è]	15452
2	[r*b]	13837
2	[m*z]	12835
2	[-w]	12288
2	[ụ*a]	7173
2	[b*z]	6691
2	[b*ch]	6679
2	[n*ụ]	2062
2	[+ọ̀]	94
2	[+t]	37
2	[+k]	19
2	[+i]	11
2	[+e]	9
1	[ǝ*ị̀]	95367
1	[ẹ*ò]	89719
1	[ḍ*dw]	70870
1	[ī*ị̄]	70275
1	[m̄*ì]	69729
1	[ị̀*ē]	69247
1	[ị̄*i]	67083
1	[ō*']	66056
1	[ụ̄*a]	60421
1	[hw*bhh]	58958
1	[ǹ*ọ]	50709
1	[ǹ*,]	50690
1	[-ǹ]	50688
1	[à*è]	50268
1	[à*ị]	50217
1	[à*ọ]	50197
1	[à*kw]	50193
1	[è*e]	47113
1	[è*a]	47109
1	[ā*à]	39522
1	[ā*ọ]	39445
1	[ā*o]	39439
1	[p*hw]	28275
1	[p*r]	28187
1	[A*g]	23052
1	[gw*ṅ]	22588
1	[gw*kh]	22575
1	[gw*b]	22541
1	[ị*ụ̀]	21092
1	[ị*u]	21022
1	[ị*ọ]	21013
1	[-ị]	20992
1	[gh*th]	20547
1	[gh*gw]	20524
1	[gh*t]	20517
1	[gh*kp]	20509
1	[gh*w]	20504
1	[gh*j]	20490
1	[t*ā]	19021
1	[t*r]	18971
1	[t*h]	18964
1	[t*k]	18963
1	[t*kw]	18961
1	[t*j]	18954
1	[-t]	18944
1	[nw*w]	18456
1	[nw*n]	18436
1	[z*zh]	17992
1	[z*b]	17933
1	[f*p]	16439
1	[f*nw]	16420
1	[gb*s]	15914
1	[gb*h]	15892
1	[u*ù]	15493
1	[u*ọ̀]	15454
1	[u*o]	15375
1	[-u]	15360
1	[kp*l]	14874
1	[-kp]	14848
1	[r*y]	13830
1	[-r]	13824
1	[l*ị]	13353
1	[l*gh]	13352
1	[l*k]	13331
1	[l*n]	13316
1	[-l]	13312
1	[m*m̀]	12913
1	[m*è]	12892
1	[m*gh]	12840
1	[w*kh]	12335
1	[w*h]	12308
1	[w*ny]	12304
1	[ch*à]	11874
